RecordID,Code,Category,Description,Size,TotalInventory,Price,SalePrice,SaleEndDate,SnapshotDate,Availability,PricingTier
0,72281,STRAIGHT RYE WHISKEY,ROSSVILLE UNION STRAIGHT RYE WHISKEY BARREL PROOF - 750ML,750ML,0,49.99,,,46015,OutofStock,Mid-Range ($20-$50)
1,246443,TEQUILA,TEQUILA RIMARI BLANCO 750ML,750ML,0,46.99,,,46015,OutofStock,Mid-Range ($20-$50)
2,246354,AMERICAN WHITE,DECOY FEATHERWEIGHT CHARDONNAY 750ML,750ML,0,19.99,,,46015,OutofStock,Budget (<$20)
3,345253,ARGENTINA,CATENA LUNLUNTA MALB - 750ML,750ML,0,27.99,,,46015,OutofStock,Mid-Range ($20-$50)
4,171381,TEQUILA,SIEMBRA ALTENO TEQUILA BLANCO 750ML,750ML,0,87.99,,,46015,OutofStock,Premium ($50-$100)
5,246444,TEQUILA,TEQUILA RIMARI REPOSADO 750ML,750ML,0,56.99,,,46015,OutofStock,Premium ($50-$100)
6,247293,SESSION RTD,BETTY BOOZE SPARK BOURBON W/ APPLE GINGER SOUR CHERRY 6/4PK - 355ML CN (4-Pack),4pk,0,12.99,,,46015,OutofStock,Budget (<$20)
7,169796,DOMESTIC VODKA FLAVORS,WHIPSHOTS LIME INFUSED WHIPPED CREAM VODKA 200ML,200ML,0,13.99,,,46015,OutofStock,Budget (<$20)
8,189715,SPARKLING,BARON HERZOG CAL CHAMP - 750ML,750ML,0,12.99,,,46015,OutofStock,Budget (<$20)
9,91436,TEQUILA,MILAGRO ANEJO TEQUILA 375ML,375ML,0,21.99,,,46015,OutofStock,Mid-Range ($20-$50)
10,90937,TEQUILA,MAESTRO DOBEL DIAMANTE TEQUILA BARREL F1 750ML,750ML,0,47.99,,,46015,OutofStock,Mid-Range ($20-$50)
11,247987,SPARKLING,CASTELLO DEL POGGIO PROSECCO - 750ML,750ML,0,12.99,,,46015,OutofStock,Budget (<$20)
12,89071,BLENDED WHISKEY,FIREBALL WINDOW BOX CINNAMON WHISKY 4/12PK - 100ML (12-Pack),12pk,0,21.99,,,46015,OutofStock,Mid-Range ($20-$50)
13,69456,IRISH WHISKEY,THE SEXTON IRISH WHISKEY 750ML,750ML,0,33.99,,,46015,OutofStock,Mid-Range ($20-$50)
14,247291,SESSION RTD,BETTY BOOZE SPARK TEQUILA VARIETY PK 4/6PK - 355ML CN (6-Pack),6pk,0,19.99,,,46015,OutofStock,Budget (<$20)
15,76569,SINGLE MALT SCOTCH,ARDBEG BLAAK- COMMITTEE RELEASE - 750ML,750ML,0,156.99,,,46015,OutofStock,Super-Premium ($100-$500)
16,108995,AMERICAN WHITE,JUSTIN CHARDONNAY CENTRAL COAST - 750ML,750ML,0,19.99,,,46015,OutofStock,Budget (<$20)
17,170352,SESSION RTD,ABSOLUT & OCEAN SPRAY VARIETY PACK 3/8PK - 355ML (8-Pack),8pk,480,23.99,,,46015,InStock,Mid-Range ($20-$50)
18,20116,MEAD (WINE),CLEAR SKIES GUAVA MAMA 6/4 12OZ CANS - 12.0Z (4-Pack),4pk,0,16.99,,,46015,OutofStock,Budget (<$20)
19,171080,ITALIAN WHITE WINE,VILLARINI GRILLO 750ML,750ML,0,17.99,,,46015,OutofStock,Budget (<$20)
20,171700,SESSION RTD,SEACRETS PEACH VODKA & SODA RTD 6/4PK 12OZ CAN - 12.0Z (4-Pack),4pk,0,17.99,,,46015,OutofStock,Budget (<$20)
21,54150,STRAIGHT BOURBON WHISKEY,YELLOWSTONE BOURBON - 4/3PK BTL GIFT PACK - 375ML (3-Pack),3pk,0,49.99,,,46015,OutofStock,Mid-Range ($20-$50)
22,289610,TEQUILA,LUNAZUL TEQUILA - BLANCO - 1L,1L,0,26.99,,,46015,OutofStock,Mid-Range ($20-$50)
23,246727,STRAIGHT BOURBON WHISKEY,FILIBUSTER CHARRED BARREL AGNI 750ML,750ML,0,72.99,,,46015,OutofStock,Premium ($50-$100)
24,166872,AMERICAN RED,BELLE GLOS PINOT NOIR DAIRYMAN VINEYARD 750ML,750ML,0,54.99,,,46015,OutofStock,Premium ($50-$100)
25,180081,TEQUILA,TRES AGAVE REPOSADO BARREL 237- 750ML,750ML,0,39.99,,,46015,OutofStock,Mid-Range ($20-$50)
26,91440,TEQUILA,MILAGRO SILVER TEQUILA 375ML,375ML,0,14.99,,,46015,OutofStock,Budget (<$20)
27,37265,STRAIGHT BOURBON WHISKEY,WOODFORD RESERVE 90.4P - 750ML,750ML,0,32.99,,,46015,OutofStock,Mid-Range ($20-$50)
28,312776,ITALIAN WHITE WINE,ZONIN P/GRIG - 750ML,750ML,0,8.99,,,46015,OutofStock,Budget (<$20)
29,240820,CHILE,MIGUEL TORRES CORDILLERA DE LOS ANDES CARMN RESA ESP - 750ML,750ML,0,25.99,,,46015,OutofStock,Mid-Range ($20-$50)
30,54121,IRISH WHISKEY,McCONNELL'S IRISH WHISKEY- SHERRY CASK - 750ML,750ML,0,38.99,,,46015,OutofStock,Mid-Range ($20-$50)
31,246729,STRAIGHT BOURBON WHISKEY,FILIBUSTER CHARRED BARREL PERSIAN GOLD 750ML,750ML,0,72.99,,,46015,OutofStock,Premium ($50-$100)
32,43070,AMERICAN RED,FIRESTEED W/V P/NOIR - 750ML,750ML,0,24.99,,,46015,OutofStock,Mid-Range ($20-$50)
33,42597,STORE SUPPLIES,WHISTLEPIG MAPLE SYRUP - 375ML,375ML,0,19.99,,,46015,OutofStock,Budget (<$20)
34,171748,LIQ BASED RTD,COPPER CAN VARIETY PACK #2 3/8PK 12OZ CAN - 12.0Z (8-Pack),8pk,0,27.99,,,46015,OutofStock,Mid-Range ($20-$50)
35,73121,ITALIAN RED WINE,CENTINE TUSCANY RED - 750ML,750ML,0,15.99,,,46015,OutofStock,Budget (<$20)
36,351682,IMPORTED CORDIALS,NONINO AMARO QUINTESSENTIA - 750ML,750ML,0,56.99,,,46015,OutofStock,Premium ($50-$100)
37,246728,STRAIGHT BOURBON WHISKEY,FILIBUSTER CHARRED BARREL KYOTO MIST 750ML,750ML,0,72.99,,,46015,OutofStock,Premium ($50-$100)
38,247768,WHITE BURGUNDY WINE,JOSEPH DROUHIN VAUDON CHABLIS - 750ML,750ML,0,39.99,,,46015,OutofStock,Mid-Range ($20-$50)
39,380476,BLENDED WHISKEY,FUYU JAPANESE WHISKY 6 PK - 750ML,750ML,0,49.99,,,46015,OutofStock,Mid-Range ($20-$50)
40,67067,MALT BASE COOLERS,SMIRNOFF ICE SUNNY DAYS VP 12PK CN - 12.0Z (12-Pack),12pk,7008,21.99,,,46015,InStock,Mid-Range ($20-$50)
41,88818,LIQ BASED RTD,BUZZBALLZ BIGGIES WITCHES BREW - 1.75L,1.75L,0,16.99,,,46015,OutofStock,Budget (<$20)
42,81977,AMERICAN RED,ORIN SWIFT 8 YEARS IN THE DESERT RED - 750ML,750ML,60,45.99,,,46015,InStock,Mid-Range ($20-$50)
43,145837,FRANCE-OTHER,CH D'ESCLANS WHISPERING ANGEL 375ML,375ML,0,15.99,,,46015,OutofStock,Budget (<$20)
44,196673,CHILE,FINCA EL PORTILLO MAL - 750ML,750ML,0,13.99,,,46015,OutofStock,Budget (<$20)
45,246243,TEQUILA,EL TORO TEQUILA GOLD - 1L,1L,0,13.99,,,46015,OutofStock,Budget (<$20)
46,380510,FRENCH WHITE WINE,CH DE CREZANCY SANCERRE BLANC - 750ML,750ML,0,34.99,,,46015,OutofStock,Mid-Range ($20-$50)
47,337013,ITALIAN WHITE WINE,ISOLA BIANCO ALCESTI - 750ML,750ML,204,9.99,,,46015,InStock,Budget (<$20)
48,125261,SPANISH/PORTUGUESE,MARQUES DE CACERAS RIOJA ROSE - 750ML,750ML,0,13.99,,,46015,OutofStock,Budget (<$20)
49,88824,STRAIGHT BOURBON WHISKEY,MR & MRS TERPS RESERVE STRAIGHT KY BOURBON WHISKEY MOCO - 750ML,750ML,0,129.99,,,46015,OutofStock,Super-Premium ($100-$500)
50,171217,DOMESTIC CORDIALS,MCCLINTOCK SPICED PEAR LIQUEUR - 750ML,750ML,0,23.99,,,46015,OutofStock,Mid-Range ($20-$50)
51,169878,STRAIGHT RYE WHISKEY,BARDSTOWN BOURB CO ORIGIN SERIES KY 6YR STRAIGHT RYE WHISKEY - 750ML (1 Bottle),750ML,0,57.99,46.99,46022,46015,OutofStock,Premium ($50-$100)
52,92377,TEQUILA FLAVORS,BLUE STAR BLANCO TEQUILA 750ML,750ML,0,34.99,,,46015,OutofStock,Mid-Range ($20-$50)
